progeny,Replicate,Date,HT,DIA
L158,3,6.12,114,7.24
L158,4,6.12,54,6.3
L158,5,6.12,100,6.5
L8,1,6.12,72,5.36
L8,2,6.12,80,5.68
L8,3,6.12,122,6.83
L8,4,6.12,95,6.02
L8,5,6.12,136,8.39
L52,1,6.12,141,8.53
L52,2,6.12,150,7.34
L52,3,6.12,,
L52,4,6.12,,
L52,5,6.12,,
L50,1,6.12,115,9.86
L50,2,6.12,100,6.04
L50,3,6.12,115,8.15
L50,4,6.12,140,8.33
L50,5,6.12,138,6.7
L55,1,6.12,135,7.04
L55,2,6.12,93,6.13
L55,3,6.12,86,7.18
L55,4,6.12,134,6.08
L55,5,6.12,126,9.36
L102,1,6.12,125,8.55
L102,2,6.12,152,7.9
L102,3,6.12,123,7.8
L102,4,6.12,121,5.74
L102,5,6.12,94,5.87
L65,1,6.12,71,4.18
L65,2,6.12,85,4.95
L65,3,6.12,97,5.33
L65,4,6.12,47,5.01
L65,5,6.12,55,7.27
L74,1,6.12,108,7.46
L74,2,6.12,102,6.62
L74,3,6.12,105,6.92
L74,4,6.12,105,6.85
L74,5,6.12,61,6.35
L116,1,6.12,84,6.57
L116,2,6.12,42,6.04
L116,3,6.12,116,8.46
L116,4,6.12,65,6.19
L116,5,6.12,80,5.37
L214,1,6.12,95,5.57
L214,2,6.12,91,5.21
L214,3,6.12,115,6.88
L214,4,6.12,85,5.2
L214,5,6.12,71,4.27
L22,1,6.12,102,9.34
L22,2,6.12,81,5.93
L22,3,6.12,117,8.81
L22,4,6.12,125,6.81
L22,5,6.12,100,6.73
L101,1,6.12,102,5.54
L101,2,6.12,82,5.16
L101,3,6.12,,
L101,4,6.12,120,6.96
L101,5,6.12,82,6.19
L39,1,6.12,77,5.08
L39,2,6.12,109,5.41
L39,3,6.12,138,5.91
L39,4,6.12,107,5.75
L39,5,6.12,74,5.75
L51,1,6.12,120,6.99
L51,2,6.12,96,5.71
L51,3,6.12,132,7.25
L51,4,6.12,101,5.98
L51,5,6.12,84,5.94
L141,1,6.12,68,4.98
L141,2,6.12,58,6.04
L141,3,6.12,94,6.39
L141,4,6.12,114,7.64
L141,5,6.12,67,6.17
L100,1,6.12,119,7.93
L100,2,6.12,110,6.56
L100,3,6.12,140,8.16
L100,4,6.12,49,3.92
L100,5,6.12,107,7.41
L125,1,6.12,115,6.28
L125,2,6.12,67,5.09
L125,3,6.12,,
L125,4,6.12,99,5.81
L125,5,6.12,76,5.43
L97,1,6.12,117,7.01
L97,2,6.12,44,4.7
L97,3,6.12,90,5.69
L97,4,6.12,97,6.02
L97,5,6.12,62,5.87
L151,1,6.12,135,8.05
L151,2,6.12,160,8.2
L151,3,6.12,134,8.14
L151,4,6.12,105,5.93
L151,5,6.12,145,7.94
L88,1,6.12,25,3.88
L88,2,6.12,26,2.88
L88,3,6.12,23,3.07
L88,4,6.12,36,4.51
L88,5,6.12,51,4.89
L42,1,6.12,130,6.96
L42,2,6.12,110,7.41
L42,3,6.12,56,4.81
L42,4,6.12,66,5.93
L42,5,6.12,78,6.15
Y157,1,6.12,,
Y157,2,6.12,107,6.39
Y157,3,6.12,80,5.65
Y157,4,6.12,93,6
Y157,5,6.12,81,5.41
L221,1,6.12,89,5.53
L221,2,6.12,69,3.79
L221,3,6.12,89,4.68
L221,4,6.12,46,4.62
L221,5,6.12,,
L146,1,6.12,140,7.57
L146,2,6.12,153,6.72
L146,3,6.12,86,5.21
L146,4,6.12,126,8.28
L146,5,6.12,113,6.41
L215,1,6.12,113,7.36
L215,2,6.12,65,4.63
L215,3,6.12,105,6.43
L215,4,6.12,117,6.82
L215,5,6.12,48,4.96
L33,1,6.12,113,6.47
L33,2,6.12,70,5.53
L33,3,6.12,60,5.17
L33,4,6.12,113,7.62
L33,5,6.12,69,6.23
L149,1,6.12,94,7
L149,2,6.12,127,7.34
L149,3,6.12,132,6.11
L149,4,6.12,119,5.82
L149,5,6.12,130,5.75
L28,1,6.12,85,6.65
L28,2,6.12,113,5.24
L28,3,6.12,38,3.77
L28,4,6.12,94,5.5
L28,5,6.12,102,6.66
L89,1,6.12,55,4.89
L89,2,6.12,107,6.95
L89,3,6.12,67,5.08
L89,4,6.12,66,5.14
L89,5,6.12,107,8.05
L23,1,6.12,66,4.83
L23,2,6.12,140,7.05
L23,3,6.12,139,7.43
L23,4,6.12,93,6.05
L23,5,6.12,97,5.84
L5,1,6.12,83,5.89
L5,2,6.12,115,9.71
L5,3,6.12,85,5.37
L5,4,6.12,117,5.89
L5,5,6.12,138,7.21
L95,1,6.12,112,6.44
L95,2,6.12,91,5.16
L95,3,6.12,60,4.93
L95,4,6.12,92,6.94
L95,5,6.12,86,5.71
L213,1,6.12,53,5.07
L213,2,6.12,101,6.75
L213,3,6.12,51,5.04
L213,4,6.12,46,4.84
L213,5,6.12,50,5.76
L10,1,6.12,70,3.96
L10,2,6.12,51,4.07
L10,3,6.12,49,3.54
L10,4,6.12,95,5.31
L10,5,6.12,64,4.07
L179,1,6.12,83,5.05
L179,2,6.12,93,5.74
L179,3,6.12,,
L179,4,6.12,52,4.09
L179,5,6.12,72,4.97
L200,1,6.12,68,4.23
L200,2,6.12,76,4.72
L200,3,6.12,71,4.46
L200,4,6.12,72,4.81
L200,5,6.12,75,5.08
L208,1,6.12,88,6.05
L208,2,6.12,66,5.43
L208,3,6.12,53,4.77
L208,4,6.12,53,4.46
L208,5,6.12,60,5.89
L132,1,6.12,92,5.22
L132,2,6.12,115,5.99
L132,3,6.12,89,6.71
L132,4,6.12,105,6.76
L132,5,6.12,134,8.23
L87,1,6.12,98,6.98
L87,2,6.12,,
L87,3,6.12,98,7.56
L87,4,6.12,115,7.93
L87,5,6.12,136,7.09
L71,1,6.12,100,6.55
L71,2,6.12,32,4.11
L71,3,6.12,51,4.6
L71,4,6.12,51,6.32
L71,5,6.12,,
L206,1,6.12,32,3.67
L206,2,6.12,26,4.05
L206,3,6.12,96,5.53
L206,4,6.12,70,4.2
L206,5,6.12,49,3.85
L99,1,6.12,35,4.28
L99,2,6.12,36,5.2
L99,3,6.12,27,4.2
L99,4,6.12,40,4.24
L99,5,6.12,48,4.75
L113,1,6.12,63,4.94
L113,2,6.12,,
L113,3,6.12,41,4.05
L113,4,6.12,63,4.76
L113,5,6.12,64,4.75
L143,1,6.12,48,4.96
L143,2,6.12,,
L143,3,6.12,48,5.38
L143,4,6.12,85,6.63
L143,5,6.12,73,4.46
L131,1,6.12,109,5.77
L131,2,6.12,115,5.57
L131,3,6.12,140,7.06
L131,4,6.12,96,4.81
L131,5,6.12,95,4.82
L150,1,6.12,56,5.79
L150,2,6.12,70,5.18
L150,3,6.12,53,4.57
L150,4,6.12,72,4.17
L150,5,6.12,49,5.45
L216,1,6.12,78,5.34
L216,2,6.12,95,6.56
L216,3,6.12,105,5.28
L216,4,6.12,134,5.76
L216,5,6.12,87,4.46
Y77,1,6.12,88,3.8
Y77,2,6.12,83,5.5
Y77,3,6.12,79,5.16
Y77,4,6.12,115,5.66
Y77,5,6.12,83,5.25
Y14,1,6.12,75,4.36
Y14,2,6.12,39,4.65
Y14,3,6.12,40,4.35
Y14,4,6.12,72,4.98
Y14,5,6.12,62,5.2
Y164,1,6.12,121,6.92
Y164,2,6.12,119,6.05
Y164,3,6.12,86,5.43
Y164,4,6.12,97,6.58
Y164,5,6.12,90,5.08
Y48,1,6.12,147,8.56
Y48,2,6.12,93,6.29
Y48,3,6.12,91,5.32
Y48,4,6.12,126,6.4
Y48,5,6.12,135,6.42
Y42,1,6.12,125,5.3
Y42,2,6.12,130,6.5
Y42,3,6.12,120,5.94
Y42,4,6.12,119,5.46
Y42,5,6.12,138,6.52
Y109,1,6.12,90,6.34
Y109,2,6.12,72,5.24
Y109,3,6.12,77,5.36
Y109,4,6.12,91,5.77
Y109,5,6.12,120,6.4
Y181,1,6.12,26,2.94
Y181,2,6.12,30,3.31
Y181,3,6.12,25,3.12
Y181,4,6.12,38,3.64
Y181,5,6.12,36,6.44
Y200,1,6.12,125,5.7
Y200,2,6.12,122,6.15
Y200,3,6.12,135,6.46
Y200,4,6.12,57,4.57
Y200,5,6.12,90,5.88
Y202,1,6.12,111,5.74
Y202,2,6.12,80,4.83
Y202,3,6.12,128,7.76
Y202,4,6.12,113,6.76
Y202,5,6.12,87,5.29
Y172,1,6.12,51,5.41
Y172,2,6.12,66,5.92
Y172,3,6.12,103,6.43
Y172,4,6.12,47,4.5
Y172,5,6.12,109,7.14
Y212,1,6.12,140,9.38
Y212,2,6.12,116,6.62
Y212,3,6.12,49,4.3
Y212,4,6.12,99,6.15
Y212,5,6.12,116,6.1
Y79,1,6.12,89,6.09
Y79,2,6.12,114,6.23
Y79,3,6.12,107,5.4
Y79,4,6.12,119,6.67
Y79,5,6.12,101,4.92
Y112,1,6.12,114,7.1
Y112,2,6.12,128,6.62
Y112,3,6.12,133,5.95
Y112,4,6.12,118,6.59
Y112,5,6.12,104,5.14
Y69,1,6.12,106,6.04
Y69,2,6.12,128,6.52
Y69,3,6.12,98,5.4
Y69,4,6.12,57,4.9
Y69,5,6.12,116,5.55
Y64,1,6.12,66,4.48
Y64,2,6.12,,
Y64,3,6.12,6,3.74
Y64,4,6.12,150,4.76
Y64,5,6.12,121,6.39
Y128,1,6.12,129,5.54
Y128,2,6.12,83,5.13
Y128,3,6.12,90,5.16
Y128,4,6.12,79,5.46
Y128,5,6.12,96,5.4
Y67,1,6.12,87,5.5
Y67,2,6.12,105,6.12
Y67,3,6.12,128,6.25
Y67,4,6.12,149,6.98
Y67,5,6.12,64,6.15
Y3,1,6.12,72,5.02
Y3,2,6.12,103,4.71
Y3,3,6.12,93,3
Y3,4,6.12,113,6.5
Y3,5,6.12,129,7.05
Y95,1,6.12,140,4.89
Y95,2,6.12,79,4.58
Y95,3,6.12,194,5.65
Y95,4,6.12,86,5.05
Y95,5,6.12,191,5.2
Y198,1,6.12,123,5.9
Y198,2,6.12,117,6.11
Y198,3,6.12,150,7.52
Y198,4,6.12,145,6.7
Y198,5,6.12,143,6.92
Y74,1,6.12,102,7.27
Y74,2,6.12,138,7
Y74,3,6.12,102,5.43
Y74,4,6.12,91,5.16
Y74,5,6.12,46,4.89
Y196,1,6.12,116,8.41
Y196,2,6.12,82,7.54
Y196,3,6.12,137,7.3
Y196,4,6.12,139,8.55
Y196,5,6.12,86,6.31
Y75,1,6.12,64,5.1
Y75,2,6.12,105,6.85
Y75,3,6.12,87,5.31
Y75,4,6.12,135,8.11
Y75,5,6.12,73,5.62
Y147,1,6.12,82,5.83
Y147,2,6.12,181,6.76
Y147,3,6.12,120,6.44
Y147,4,6.12,121,6.58
Y147,5,6.12,112,6.41
Y56,1,6.12,125,7.59
Y56,2,6.12,126,6.66
Y56,3,6.12,142,7.81
Y56,4,6.12,70,5.98
Y56,5,6.12,103,7.56
Y8,1,6.12,135,7.83
Y8,2,6.12,154,6.84
Y8,3,6.12,143,7.57
Y8,4,6.12,,
Y8,5,6.12,,
Y57,1,6.12,150,7.56
Y57,2,6.12,122,6.25
Y57,3,6.12,85,6.63
Y57,4,6.12,97,6.18
Y57,5,6.12,153,8.19
Y193,1,6.12,38,4.11
Y193,2,6.12,110,6.48
Y193,3,6.12,93,5.26
Y193,4,6.12,7,4.59
Y193,5,6.12,72,4.41
Y50,1,6.12,140,7.65
Y50,2,6.12,71,6.4
Y50,3,6.12,77,5.86
Y50,4,6.12,89,6.09
Y50,5,6.12,105,6.95
Y216,1,6.12,127,7.14
Y216,2,6.12,110,5.48
Y216,3,6.12,122,8.5
Y216,4,6.12,107,6.47
Y216,5,6.12,102,7.38
Y156,1,6.12,135,6.05
Y156,2,6.12,138,6.57
Y156,3,6.12,85,4.17
Y156,4,6.12,117,6.5
Y156,5,6.12,111,5.03
Y120,1,6.12,72,5.91
Y120,2,6.12,129,6.2
Y120,3,6.12,95,5.82
Y120,4,6.12,108,9.15
Y120,5,6.12,141,5.81
Y151,1,6.12,100,6.13
Y151,2,6.12,110,5.02
Y151,3,6.12,107,6.04
Y151,4,6.12,97,4.79
Y151,5,6.12,126,4.13
Y88,1,6.12,,
Y88,2,6.12,,
Y88,3,6.12,,
Y88,4,6.12,,
Y88,5,6.12,,
Y5,1,6.12,84,4.64
Y5,2,6.12,78,6.8
Y5,3,6.12,72,6.21
Y5,4,6.12,127,3.45
Y5,5,6.12,108,4.59
Y22,1,6.12,144,6.63
Y22,2,6.12,125,6.4
Y22,3,6.12,134,6.05
Y22,4,6.12,38,6.68
Y22,5,6.12,120,5.86
Y100,1,6.12,97,5.85
Y100,2,6.12,110,4.95
Y100,3,6.12,99,7.09
Y100,4,6.12,124,6.77
Y100,5,6.12,95,5.16
Y10,1,6.12,95,4.76
Y10,2,6.12,64,4.81
Y10,3,6.12,94,5.36
Y10,4,6.12,106,5.9
Y10,5,6.12,105,4.99
Y175,1,6.12,57,3.82
Y175,2,6.12,67,4.68
Y175,3,6.12,81,4.78
Y175,4,6.12,79,7.7
Y175,5,6.12,58,3.98
Y94,1,6.12,95,6.23
Y94,2,6.12,,
Y94,3,6.12,95,5.3
Y94,4,6.12,104,6.49
Y94,5,6.12,58,5.68
Y115,1,6.12,136,6.62
Y115,2,6.12,83,5.23
Y115,3,6.12,106,6.95
Y115,4,6.12,26,2.95
Y115,5,6.12,86,6.18
Y92,1,6.12,96,5.55
Y92,2,6.12,95,6.45
Y92,3,6.12,65,4.28
Y92,4,6.12,82,3.84
Y92,5,6.12,57,3.35
Y37,1,6.12,95,5.1
Y37,2,6.12,79,4.18
Y37,3,6.12,122,5.86
Y37,4,6.12,97,5.45
Y37,5,6.12,115,5.51
Y17,1,6.12,91,4.64
Y17,2,6.12,92,5.44
Y17,3,6.12,,
Y17,4,6.12,150,7.1
Y17,5,6.12,118,7.19
Y9,1,6.12,80,3.9
Y9,2,6.12,107,6.74
Y9,3,6.12,89,5.81
Y9,4,6.12,104,5
Y9,5,6.12,103,6.39
Y209,1,6.12,98,6.14
Y209,2,6.12,78,9.44
Y209,3,6.12,158,9.77
Y209,4,6.12,120,6.48
Y209,5,6.12,,
Y20,1,6.12,91,5.97
Y20,2,6.12,61,3.89
Y20,3,6.12,54,5.17
Y20,4,6.12,88,5.38
Y20,5,6.12,115,5.46
Y192,1,6.12,56,4.12
Y192,2,6.12,46,4.6
Y192,3,6.12,96,5.94
Y192,4,6.12,66,7.82
Y192,5,6.12,87,5.42
Y167,1,6.12,108,6.2
Y167,2,6.12,120,7.52
Y167,3,6.12,103,5.62
Y167,4,6.12,50,5.43
Y167,5,6.12,87,5.31
Y73,1,6.12,126,5.89
Y73,2,6.12,132,6.28
Y73,3,6.12,130,6.1
Y73,4,6.12,79,5.2
Y73,5,6.12,107,5.47
Y199,1,6.12,,
Y199,2,6.12,,
Y199,3,6.12,82,7.88
Y199,4,6.12,21,2.6
Y199,5,6.12,30,3.36
Y104,1,6.12,82,4.3
Y104,2,6.12,,
Y104,3,6.12,105,5.77
Y104,4,6.12,98,4.51
Y104,5,6.12,67,4.21
Y33,1,6.12,104,6.07
Y33,2,6.12,134,6.99
Y33,3,6.12,120,6.28
Y33,4,6.12,67,4.16
Y33,5,6.12,104,7.09
Y215,1,6.12,90,5.16
Y215,2,6.12,,
Y215,3,6.12,63,5.54
Y215,4,6.12,118,6.24
Y215,5,6.12,69,4.78
Y161,1,6.12,87,5.95
Y161,2,6.12,143,6.8
Y161,3,6.12,50,3.81
Y161,4,6.12,105,5.8
Y161,5,6.12,81,4.62
Y184,1,6.12,114,5.7
Y184,2,6.12,97,5.71
Y184,3,6.12,56,5.14
Y184,4,6.12,117,6.29
Y184,5,6.12,104,7.07
Y111,1,6.12,125,8.9
Y111,2,6.12,38,4.17
Y111,3,6.12,107,6.45
Y111,4,6.12,106,4.8
Y111,5,6.12,41,7.61
Y218,1,6.12,100,6.27
Y218,2,6.12,46,4.22
Y218,3,6.12,96,6.6
Y218,4,6.12,88,5.21
Y218,5,6.12,81,6.19
Y110,1,6.12,58,5.56
Y110,2,6.12,29,3.64
Y110,3,6.12,69,5.51
Y110,4,6.12,136,4.37
Y110,5,6.12,30,3.56
Y183,1,6.12,94,5.5
Y183,2,6.12,46,4.97
Y183,3,6.12,,
Y183,4,6.12,87,5.07
Y183,5,6.12,119,3.86
Y34,1,6.12,65,6.25
Y34,2,6.12,26,4.87
Y34,3,6.12,53,6.15
Y34,4,6.12,72,2.89
Y34,5,6.12,87,4.39
Y133,1,6.12,68,5.02
Y133,2,6.12,84,6.7
Y133,3,6.12,106,6.12
Y133,4,6.12,99,5.2
Y133,5,6.12,84,5.38
Y163,1,6.12,99,6.33
Y163,2,6.12,105,5.49
Y163,3,6.12,86,2.81
Y163,4,6.12,77,3.63
Y163,5,6.12,33,3.43
Y182,1,6.12,29,2.9
Y182,2,6.12,71,5.24
Y182,3,6.12,64,5.47
Y182,4,6.12,52,4.25
Y182,5,6.12,55,4.45
Y99,1,6.12,58,5.09
Y99,2,6.12,81,4.52
Y99,3,6.12,95,5.51
Y99,4,6.12,46,4.43
Y99,5,6.12,77,4.94
L15,1,6.12,91,5.88
L15,2,6.12,39,4.4
L15,3,6.12,27,3.5
L15,4,6.12,44,3.62
L15,5,6.12,80,6.12
L152,1,6.12,56,4.48
L152,2,6.12,73,4.86
L152,3,6.12,90,6.35
L152,4,6.12,90,5.24
L152,5,6.12,37,3.5
L49,1,6.12,56,4.39
L49,2,6.12,100,6.04
L49,3,6.12,68,4.8
L49,4,6.12,76,5.25
L49,5,6.12,76,4.54
L77,1,6.12,67,4.03
L77,2,6.12,110,6.15
L77,3,6.12,79,4.34
L77,4,6.12,54,3.61
L77,5,6.12,56,4.03
L16,1,6.12,39,4.11
L16,2,6.12,44,4.51
L16,3,6.12,43,4.72
L16,4,6.12,38,4
L16,5,6.12,45,5.58
L205,1,6.12,89,6.94
L205,2,6.12,,
L205,3,6.12,86,3.51
L205,4,6.12,26,3.26
L205,5,6.12,115,2.65
L170,1,6.25,126,10.39
L170,2,6.25,130,7.73
L170,3,6.25,58,6.08
L170,4,6.25,100,6
L170,5,6.25,112,6.13
L84,1,6.25,118,6.08
L84,2,6.25,100,6.07
L84,3,6.25,68,4.99
L84,4,6.25,58,4.93
L84,5,6.25,68,
L158,1,6.25,78,5.37
L158,2,6.25,64,4.98
L158,3,6.25,150,3.76
L158,4,6.25,130,7.6
L158,5,6.25,130,7.44
L8,1,6.25,140,5.45
L8,2,6.25,110,6.23
L8,3,6.25,125,7.81
L8,4,6.25,104,5.87
L8,5,6.25,170,9.66
L52,1,6.25,140,9.47
L52,2,6.25,165,8.1
L52,3,6.25,110,6.9
L52,4,6.25,,
L52,5,6.25,,
L50,1,6.25,110,6.17
L50,2,6.25,128,7
L50,3,6.25,183,10.39
L50,4,6.25,170,9.7
L50,5,6.25,166,7.56
L55,1,6.25,150,7.78
L55,2,6.25,113,6.51
L55,3,6.25,113,5.44
L55,4,6.25,130,8.59
L55,5,6.25,140,6.93
L102,1,6.25,140,9.85
L102,2,6.25,178,10.21
L102,3,6.25,144,7.91
L102,4,6.25,108,6.48
L102,5,6.25,106,6.47
L65,1,6.25,85,5.16
L65,2,6.25,88,5.04
L65,3,6.25,118,6.29
L65,4,6.25,45,5.29
L65,5,6.25,80,5.19
L74,1,6.25,132,7.67
L74,2,6.25,125,6.55
L74,3,6.25,103,6.86
L74,4,6.25,98,5.36
L74,5,6.25,62,6.35
L116,1,6.25,84,7.34
L116,2,6.25,50,5.53
L116,3,6.25,142,9.09
L116,4,6.25,100,5.86
L116,5,6.25,100,7.15
L214,1,6.25,114,6.75
L214,2,6.25,112,6.28
L214,3,6.25,137,5.94
L214,4,6.25,80,5.22
L214,5,6.25,51,4.75
L22,1,6.25,130,8.7
L22,2,6.25,83,7.45
L22,3,6.25,140,8.9
L22,4,6.25,150,6.92
L22,5,6.25,120,7.03
L101,1,6.25,120,6.51
L101,2,6.25,83,6.29
L101,3,6.25,142,7.41
L101,4,6.25,140,7.3
L101,5,6.25,106,6.59
L39,1,6.25,100,5.92
L39,2,6.25,126,5.91
L39,3,6.25,141,7.35
L39,4,6.25,109,6.03
L39,5,6.25,75,5.38
L51,1,6.25,143,7
L51,2,6.25,119,6.01
L51,3,6.25,157,6.52
L51,4,6.25,123,6.35
L51,5,6.25,96,6.36
L141,1,6.25,87,5.55
L141,2,6.25,53,6.22
L141,3,6.25,115,5.56
L141,4,6.25,142,7.67
L141,5,6.25,97,6.72
L100,1,6.25,150,8.21
L100,2,6.25,153,6.91
L100,3,6.25,174,8.45
L100,4,6.25,50,4.09
L100,5,6.25,133,8.68
L125,1,6.25,134,5.91
L125,2,6.25,102,6.37
L125,3,6.25,130,7.14
L125,4,6.25,130,5.9
L125,5,6.25,77,5.43
L97,1,6.25,135,6.92
L97,2,6.25,73,5.39
L97,3,6.25,115,6.58
L97,4,6.25,127,6.13
L97,5,6.25,100,6.08
L151,1,6.25,163,8.1
L151,2,6.25,182,8.64
L151,3,6.25,130,8.16
L151,4,6.25,118,5.95
L151,5,6.25,140,9.32
L88,1,6.25,27,3.9
L88,2,6.25,28,2.99
L88,3,6.25,25,3.35
L88,4,6.25,37,4.58
L88,5,6.25,51,5.23
L42,1,6.25,140,7.74
L42,2,6.25,104,7.74
L42,3,6.25,56,6.12
L42,4,6.25,64,6.14
L42,5,6.25,75,6.44
Y157,1,6.25,,
Y157,2,6.25,108,7.77
Y157,3,6.25,92,5.88
Y157,4,6.25,120,5.78
Y157,5,6.25,90,4.83
L221,1,6.25,90,5.54
L221,2,6.25,80,4.19
L221,3,6.25,115,5.96
L221,4,6.25,93,6.19
L221,5,6.25,,
L146,1,6.25,169,7.41
L146,2,6.25,178,7.56
L146,3,6.25,85,6.1
L146,4,6.25,126,7.02
L146,5,6.25,115,6.16
L215,1,6.25,105,7.64
L215,2,6.25,68,4.84
L215,3,6.25,125,6.81
L215,4,6.25,147,7.31
L215,5,6.25,48,4.96
L33,1,6.25,100,6.98
L33,2,6.25,70,5.22
L33,3,6.25,60,6.02
L33,4,6.25,108,8.21
L33,5,6.25,72,6.52
L149,1,6.25,114,6.03
L149,2,6.25,144,8.07
L149,3,6.25,154,6.56
L149,4,6.25,140,7.16
L149,5,6.25,143,6.58
L28,1,6.25,84,6.34
L28,2,6.25,135,6.71
L28,3,6.25,37,3.68
L28,4,6.25,97,5.87
L28,5,6.25,123,8.42
L89,1,6.25,56,4.63
L89,2,6.25,126,6.32
L89,3,6.25,78,5.34
L89,4,6.25,69,5.72
L89,5,6.25,100,9.34
L23,1,6.25,90,4.71
L23,2,6.25,153,7.88
L23,3,6.25,160,8.2
L23,4,6.25,123,6.01
L23,5,6.25,99,6.36
L5,1,6.25,106,6.32
L5,2,6.25,152,8.31
L5,3,6.25,84,5.29
L5,4,6.25,106,6.3
L5,5,6.25,176,8.58
L95,1,6.25,140,7.24
L95,2,6.25,93,5.77
L95,3,6.25,80,6.15
L95,4,6.25,120,7.86
L95,5,6.25,90,5.44
L213,1,6.25,56,5.43
L213,2,6.25,133,7.18
L213,3,6.25,53,5.03
L213,4,6.25,48,4.48
L213,5,6.25,52,5.66
L10,1,6.25,73,4.3
L10,2,6.25,60,3.46
L10,3,6.25,50,3.36
L10,4,6.25,95,5.57
L10,5,6.25,66,4.14
L179,1,6.25,98,5.87
L179,2,6.25,100,6.08
L179,3,6.25,,
L179,4,6.25,52,4.34
L179,5,6.25,95,5.65
L200,1,6.25,72,4.45
L200,2,6.25,90,4.32
L200,3,6.25,87,4.44
L200,4,6.25,94,5.63
L200,5,6.25,92,5.31
L208,1,6.25,90,6.08
L208,2,6.25,66,5.76
L208,3,6.25,53,4.79
L208,4,6.25,56,4.92
L208,5,6.25,63,5.14
L132,1,6.25,115,5.37
L132,2,6.25,122,6.59
L132,3,6.25,90,6.27
L132,4,6.25,100,7.58
L132,5,6.25,130,9.16
L87,1,6.25,97,7.87
L87,2,6.25,,
L87,3,6.25,127,7.28
L87,4,6.25,146,8.75
L87,5,6.25,140,7.66
L71,1,6.25,126,7.62
L71,2,6.25,33,4.35
L71,3,6.25,73,5.68
L71,4,6.25,88,7.44
L71,5,6.25,109,7
L206,1,6.25,,
L206,2,6.25,27,4.25
L206,3,6.25,114,5.12
L206,4,6.25,78,4.47
L206,5,6.25,50,4.09
L99,1,6.25,35,4.33
L99,2,6.25,42,4.58
L99,3,6.25,28,4.28
L99,4,6.25,43,4.6
L99,5,6.25,50,5.22
L113,1,6.25,85,5.03
L113,2,6.25,,
L113,3,6.25,43,4.02
L113,4,6.25,70,5.06
L113,5,6.25,90,6.12
L143,1,6.25,50,4.85
L143,2,6.25,,
L143,3,6.25,49,5.05
L143,4,6.25,88,6.56
L143,5,6.25,84,5.41
L131,1,6.25,128,6.71
L131,2,6.25,113,6.18
L131,3,6.25,170,8.67
L131,4,6.25,98,5.66
L131,5,6.25,90,4.8
L150,1,6.25,77,7.23
L150,2,6.25,79,5.16
L150,3,6.25,70,5.48
L150,4,6.25,93,5.27
L150,5,6.25,90,5.97
L216,1,6.25,80,5.72
L216,2,6.25,105,7.66
L216,3,6.25,124,6.09
L216,4,6.25,158,7.11
L216,5,6.25,88,4.87
Y77,1,6.25,60,3.96
Y77,2,6.25,88,5.72
Y77,3,6.25,83,5.31
Y77,4,6.25,130,6.8
Y77,5,6.25,85,5.28
Y14,1,6.25,93,4.93
Y14,2,6.25,40,4.41
Y14,3,6.25,41,4.38
Y14,4,6.25,54,4.63
Y14,5,6.25,54,5.51
Y164,1,6.25,122,7.63
Y164,2,6.25,124,7.07
Y164,3,6.25,87,6.16
Y164,4,6.25,98,6.87
Y164,5,6.25,90,5.3
Y48,1,6.25,170,8.69
Y48,2,6.25,105,6.08
Y48,3,6.25,73,5.35
Y48,4,6.25,158,7.03
Y48,5,6.25,140,7.02
Y42,1,6.25,140,5.94
Y42,2,6.25,150,6.39
Y42,3,6.25,135,5.87
Y42,4,6.25,155,6.72
Y42,5,6.25,157,7.11
Y109,1,6.25,105,6.99
Y109,2,6.25,92,5.27
Y109,3,6.25,96,5.67
Y109,4,6.25,105,5.91
Y109,5,6.25,130,7.4
Y181,1,6.25,28,2.9
Y181,2,6.25,31,3.46
Y181,3,6.25,27,3.46
Y181,4,6.25,46,4.09
Y181,5,6.25,37,3.55
Y200,1,6.25,150,7.65
Y200,2,6.25,146,6.7
Y200,3,6.25,143,6.75
Y200,4,6.25,58,4.47
Y200,5,6.25,92,6.07
Y202,1,6.25,124,6.94
Y202,2,6.25,85,5.86
Y202,3,6.25,130,8.21
Y202,4,6.25,130,7.23
Y202,5,6.25,110,5.97
Y172,1,6.25,73,5.63
Y172,2,6.25,110,7.54
Y172,3,6.25,122,7.18
Y172,4,6.25,48,5.17
Y172,5,6.25,154,7.52
Y212,1,6.25,145,9.93
Y212,2,6.25,145,7.05
Y212,3,6.25,50,4.41
Y212,4,6.25,105,6.34
Y212,5,6.25,140,7.47
Y79,1,6.25,104,6.59
Y79,2,6.25,118,6.71
Y79,3,6.25,130,6.13
Y79,4,6.25,147,7.61
Y79,5,6.25,110,5.2
Y112,1,6.25,115,7.97
Y112,2,6.25,158,7.31
Y112,3,6.25,150,6.94
Y112,4,6.25,108,7.03
Y112,5,6.25,117,5.73
Y69,1,6.25,130,6.53
Y69,2,6.25,160,7.86
Y69,3,6.25,100,6.18
Y69,4,6.25,60,5.68
Y69,5,6.25,143,6.85
Y64,1,6.25,96,5
Y64,2,6.25,,
Y64,3,6.25,183,8.21
Y64,4,6.25,140,6.66
Y64,5,6.25,143,6.51
Y128,1,6.25,105,6.56
Y128,2,6.25,103,5.62
Y128,3,6.25,105,5.71
Y128,4,6.25,80,6.96
Y128,5,6.25,130,7.31
Y67,1,6.25,106,5.79
Y67,2,6.25,107,7.21
Y67,3,6.25,146,7.54
